"Station Code","Station","Year","Month","Depth","lat","long","distTowed","GoodHaul","Day","Repeat","NonconsecRepeat","StudyType","group","cpue","species","age","stock"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",0,"Chinook","subyearling","Interior_Fa"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0.672183115435877,"Chinook","subyearling","SCG_F"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0,"Chinook","yearling","Interior_Fa"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0.336091557717939,"Chinook","yearling","Interior_Sp"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Coho salmon yearling N-COr",0,"Coho","yearling","N-COr"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061798CR02","CR02",1998,"June",18.2880001068115,46.1638336181641,-124.033836364746,2.97537970542908,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",1.18889681471312,"Chinook","subyearling","Interior_Fa"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",1.58519575295082,"Chinook","subyearling","SCG_F"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0,"Chinook","yearling","Interior_Fa"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0.63407830118033,"Chinook","yearling","Interior_Sp"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0.63407830118033,"Chinook","yearling","WC_Sp"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Coho salmon yearling N-COr",0,"Coho","yearling","N-COr"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061798CR05","CR05",1998,"June",40.2336006164551,46.1464996337891,-124.085334777832,3.15418457984924,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",4.11160574722402,"Chinook","subyearling","Interior_Fa"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0,"Chinook","subyearling","SCG_F"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0.632554730342156,"Chinook","subyearling","WC_F"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0.632554730342156,"Chinook","subyearling","WR_Sp"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0,"Chinook","yearling","Interior_Fa"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Coho salmon yearling N-COr",0,"Coho","yearling","N-COr"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061798CR10","CR10",1998,"June",85.9535980224609,46.17,-124.21,4.27770471572876,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",0,"Chinook","subyearling","Interior_Fa"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0,"Chinook","subyearling","SCG_F"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0.320613380518332,"Chinook","yearling","Interior_Fa"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Coho salmon yearling N-COr",0,"Coho","yearling","N-COr"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061798CR15","CR15",1998,"June",109.727996826172,46.17,-124.33,3.11902141571045,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",0,"Chinook","subyearling","Interior_Fa"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0,"Chinook","subyearling","SCG_F"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0.376341415443631,"Chinook","yearling","Interior_Fa"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Coho salmon yearling N-COr",0.376341415443631,"Coho","yearling","N-COr"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061898GH10","GH10",1998,"June",54.8639984130859,47,-124.41,2.65716171264648,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",0,"Chinook","subyearling","Interior_Fa"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0,"Chinook","subyearling","SCG_F"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0,"Chinook","yearling","Interior_Fa"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Coho salmon yearling Columbia",1.39275967145188,"Coho","yearling","Columbia"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Coho salmon yearling N-COr",0.348189917862969,"Coho","yearling","N-COr"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Coho salmon yearling PS",0.348189917862969,"Coho","yearling","PS"
"061898GH16","GH16",1998,"June",84.1248016357422,47,-124.55,4.14843845367432,1,1,0,0,"Regular","Coho salmon yearling WaC",1.04456975358891,"Coho","yearling","WaC"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",0,"Chinook","subyearling","Interior_Fa"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0,"Chinook","subyearling","SCG_F"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0,"Chinook","yearling","Interior_Fa"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Coho salmon yearling N-COr",0,"Coho","yearling","N-COr"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061898GH21","GH21",1998,"June",109.727996826172,47,-124.69,3.65523338317871,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",0,"Chinook","subyearling","Interior_Fa"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0,"Chinook","subyearling","SCG_F"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0,"Chinook","yearling","Interior_Fa"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Coho salmon yearling N-COr",0,"Coho","yearling","N-COr"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061998GH26","GH26",1998,"June",162.763198852539,47,-124.81,3.68314647674561,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",5.28471569857645,"Chinook","subyearling","Interior_Fa"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",3.65864932978369,"Chinook","subyearling","SCG_F"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0.813033184396377,"Chinook","subyearling","WR_Sp"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0.430429332915729,"Chinook","yearling","Interior_Fa"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0.430429332915729,"Chinook","yearling","WC_Sp"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Coho salmon yearling Columbia",0,"Coho","yearling","Columbia"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Coho salmon yearling N-COr",0,"Coho","yearling","N-COr"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Coho salmon yearling PS",0,"Coho","yearling","PS"
"061998WB05","WB05",1998,"June",27.431999206543,46.67,-124.18,3.48489260673523,1,1,0,0,"Regular","Coho salmon yearling WaC",0,"Coho","yearling","WaC"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon subyearling Interior_Fa",0,"Chinook","subyearling","Interior_Fa"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon subyearling N_OR_Cst",0,"Chinook","subyearling","N_OR_Cst"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon subyearling OP",0,"Chinook","subyearling","OP"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon subyearling SCG_F",0,"Chinook","subyearling","SCG_F"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon subyearling WC_F",0,"Chinook","subyearling","WC_F"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon subyearling WR_Sp",0,"Chinook","subyearling","WR_Sp"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon yearling Interior_Fa",0,"Chinook","yearling","Interior_Fa"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon yearling Interior_Sp",0,"Chinook","yearling","Interior_Sp"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon yearling WC_Sp",0,"Chinook","yearling","WC_Sp"
"061998WB09","WB09",1998,"June",54.8639984130859,46.67,-124.29,3.00603771209717,1,1,0,0,"Regular","Chinook salmon yearling WR_Sp",0,"Chinook","yearling","WR_Sp"
